7200,0,2d0,0,D,UNK-NOW,Unknown,Unknown,Unknown,2
49651722,51722,1f0,ca0a,D,DOT Wake,DOT Wake,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651750,51750,1f0,ca26,D,DOT Davidson,DOT Davidson,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651793,51793,1f0,ca51,D,DOT DIV 1,DOT DIV 1,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651794,51794,1f0,ca52,D,DOT DIV 10,DOT DIV 10,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651795,51795,1f0,ca53,D,DOT DIV 11,DOT DIV 11,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651796,51796,1f0,ca54,D,DOT DIV 12,DOT DIV 12,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651797,51797,1f0,ca55,D,DOT DIV 13,DOT DIV 13,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651798,51798,1f0,ca56,D,DOT DIV 14,DOT DIV 14,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651799,51799,1f0,ca57,D,DOT DIV 2,DOT DIV 2,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651800,51800,1f0,ca58,D,DOT DIV 3,DOT DIV 3,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651801,51801,1f0,ca59,D,DOT DIV 4,DOT DIV 4,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651802,51802,1f0,ca5a,D,DOT DIV 5,DOT DIV 5,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651803,51803,1f0,ca5b,D,DOT DIV 6,DOT DIV 6,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651804,51804,1f0,ca5c,D,DOT DIV 7,DOT DIV 7,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651805,51805,1f0,ca5d,D,DOT DIV 8,DOT DIV 8,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651806,51806,1f0,ca5e,D,DOT DIV 9,DOT DIV 9,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651807,51807,1f0,ca5f,D,FERRY NORTH,Ferry North,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651808,51808,1f0,ca60,D,FERRY CENTER,Ferry Center,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651809,51809,1f0,ca61,D,FERRY SOUTH,Ferry South,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651810,51810,1f0,ca62,D,IMDspBun,IMAP Dispatch Buncombe County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651811,51811,1f0,ca63,D,IMOps2Bun,IMAP Ops 2 Buncombe County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651812,51812,1f0,ca64,D,IMOps1Bun,IMAP Ops 1 Buncombe County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651813,51813,1f0,ca65,D,IMDspGC,IMAP Dispatch GASTON/ROWAN/CABARRUS,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651814,51814,1f0,ca66,D,IMDspIC,IMAP Dispatch IREDELL/CATAWBA,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651815,51815,1f0,ca67,D,IMDspMet,IMAP Dispatch Mecklenburg,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651816,51816,1f0,ca68,D,IMOps2Met,IMAP Ops 2 Mecklenburg,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651817,51817,1f0,ca69,D,IMOps2GC,IMAP Ops 2 GASTON/ROWAN/CABARRUS,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651818,51818,1f0,ca6a,D,IMOps2IC,IMAP Ops 2 IREDELL/CATAWBA,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651819,51819,1f0,ca6b,D,IMOps1GC,IMAP Ops 1 GASTON/ROWAN/CABARRUS,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651820,51820,1f0,ca6c,D,IMOps1IC,IMAP Ops 1 IREDELL/CATAWBA,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651821,51821,1f0,ca6d,D,IMOps1Met,IMAP Ops 1 Mecklenburg,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651822,51822,1f0,ca6e,D,IMOps2WDJ,IMAP Ops 2 Wake Durham Johnston ,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651823,51823,1f0,ca6f,D,IMDspWDJ,IMAP Dispatch Wake Durham Johnston ,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651824,51824,1f0,ca70,D,IMOps1Wlm,IMAP Ops 1 Wilmington,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651825,51825,1f0,ca71,D,IMDspWlm,IMAP Dispatch Wilmington,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651826,51826,1f0,ca72,D,IMOps1WDJ,IMAP Ops 1 Wake Durham Johnston ,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651827,51827,1f0,ca73,D,IMDspHay,IMAP Dispatch Haywood County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651828,51828,1f0,ca74,D,IMOps2Hay,IMAP Ops 2 Haywood County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651829,51829,1f0,ca75,D,IMOps1Hay,IMAP Ops 1 Haywood County,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651830,51830,1f0,ca76,D,IMDspFDR,IMAP Dispatch Forsyth,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651831,51831,1f0,ca77,D,IMDspGAO,IMAP Dispatch Guilford Triad,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651832,51832,1f0,ca78,D,IMOps2GAO,IMAP Ops 2 Guilford Triad,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651833,51833,1f0,ca79,D,IMOps2FDR,IMAP Ops 2 Forsyth,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651834,51834,1f0,ca7a,D,IMOps1FDR,IMAP Ops 1 Forsyth ,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651835,51835,1f0,ca7b,D,IMOps1GAO,IMAP Ops 1 Guilford Triad,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651836,51836,1f0,ca7c,D,SWOps1,Statewide Ops 1,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651837,51837,1f0,ca7d,D,DOT EAST,DOT East,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651838,51838,1f0,ca7e,D,DOT WEST,DOT West,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651839,51839,1f0,ca7f,D,DPRR 1 TG 1,DPRR 1 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651840,51840,1f0,ca80,D,DPRR 1 TG 2,DPRR 1 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651841,51841,1f0,ca81,D,DPRR 1 TG 3,DPRR 1 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651842,51842,1f0,ca82,D,DPRR 1 TG 4,DPRR 1 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651843,51843,1f0,ca83,D,DPRR 1 TG 5,DPRR 1 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651844,51844,1f0,ca84,D,DPRR 1 TG 6,DPRR 1 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651845,51845,1f0,ca85,D,DPRR 1 TG 7,DPRR 1 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651846,51846,1f0,ca86,D,DPRR 1 TG 8,DPRR 1 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651847,51847,1f0,ca87,D,DPRR 1 TG 9,DPRR 1 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651848,51848,1f0,ca88,D,DPRR 1 TG 10,DPRR 1 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651849,51849,1f0,ca89,D,DPRR 2 TG 1,DPRR 2 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651850,51850,1f0,ca8a,D,DPRR 2 TG 2,DPRR 2 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651851,51851,1f0,ca8b,D,DPRR 2 TG 3,DPRR 2 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651852,51852,1f0,ca8c,D,DPRR 2 TG 4,DPRR 2 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651853,51853,1f0,ca8d,D,DPRR 2 TG 5,DPRR 2 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651854,51854,1f0,ca8e,D,DPRR 2 TG 6,DPRR 2 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651855,51855,1f0,ca8f,D,DPRR 3 TG 7,DPRR 3 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651856,51856,1f0,ca90,D,DPRR 2 TG 8,DPRR 2 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651857,51857,1f0,ca91,D,DPRR 2 TG 9,DPRR 2 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651858,51858,1f0,ca92,D,DPRR 2 TG 10,DPRR 2 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651859,51859,1f0,ca93,D,DPRR 3 TG 1,DPRR 3 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651860,51860,1f0,ca94,D,DPRR 3 TG 2,DPRR 3 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651861,51861,1f0,ca95,D,DPRR 3 TG 3,DPRR 3 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651862,51862,1f0,ca96,D,DPRR 3 TG 4,DPRR 3 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651863,51863,1f0,ca97,D,DPRR 3 TG 5,DPRR 3 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651864,51864,1f0,ca98,D,DPRR 3 TG 6,DPRR 3 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651865,51865,1f0,ca99,D,DPRR 3 TG 7,DPRR 3 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651866,51866,1f0,ca9a,D,DPRR 3 TG 8,DPRR 3 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651867,51867,1f0,ca9b,D,DPRR 3 TG 9,DPRR 3 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651868,51868,1f0,ca9c,D,DPRR 3 TG 10,DPRR 3 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651869,51869,1f0,ca9d,D,DPRR 4 TG 1,DPRR 4 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651870,51870,1f0,ca9e,D,DPRR 4 TG 2,DPRR 4 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651871,51871,1f0,ca9f,D,DPRR 4 TG 3,DPRR 4 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651872,51872,1f0,caa0,D,DPRR 4 TG 4,DPRR 4 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651873,51873,1f0,caa1,D,DPRR 4 TG 5,DPRR 4 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651874,51874,1f0,caa2,D,DPRR 4 TG 6,DPRR 4 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651875,51875,1f0,caa3,D,DPRR 4 TG 7,DPRR 4 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651876,51876,1f0,caa4,D,DPRR 4 TG 8,DPRR 4 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651877,51877,1f0,caa5,D,DPRR 4 TG 9,DPRR 4 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651878,51878,1f0,caa6,D,DPRR 4 TG 10,DPRR 4 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651879,51879,1f0,caa7,D,DPRR 5 TG 1,DPRR 5 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651880,51880,1f0,caa8,D,DPRR 5 TG 2,DPRR 5 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651881,51881,1f0,caa9,D,DPRR 5 TG 3,DPRR 5 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651882,51882,1f0,caaa,D,DPRR 5 TG 4,DPRR 5 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651883,51883,1f0,caab,D,DPRR 5 TG 5,DPRR 5 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651884,51884,1f0,caac,D,DPRR 5 TG 6,DPRR 5 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651885,51885,1f0,caad,D,DPRR 5 TG 7,DPRR 5 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651886,51886,1f0,caae,D,DPRR 5 TG 8,DPRR 5 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651887,51887,1f0,caaf,D,DPRR 5 TG 9,DPRR 5 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651888,51888,1f0,cab0,D,DPRR 5 TG 10,DPRR 5 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651889,51889,1f0,cab1,D,DPRR 6 TG 1,DPRR 6 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651890,51890,1f0,cab2,D,DPRR 6 TG 2,DPRR 6 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651891,51891,1f0,cab3,D,DPRR 6 TG 3,DPRR 6 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651892,51892,1f0,cab4,D,DPRR 6 TG 4,DPRR 6 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651893,51893,1f0,cab5,D,DPRR 6 TG 5,DPRR 6 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651894,51894,1f0,cab6,D,DPRR 6 TG 6,DPRR 6 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651895,51895,1f0,cab7,D,DPRR 6 TG 7,DPRR 6 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651896,51896,1f0,cab8,D,DPRR 6 TG 8,DPRR 6 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651897,51897,1f0,cab9,D,DPRR 6 TG 9,DPRR 6 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651898,51898,1f0,caba,D,DPRR 6 TG 10,DPRR 6 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651899,51899,1f0,cabb,D,DPRR 7 TG 1,DPRR 7 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651900,51900,1f0,cabc,D,DPRR 7 TG 2,DPRR 7 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651901,51901,1f0,cabd,D,DPRR 7 TG 3,DPRR 7 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651902,51902,1f0,cabe,D,DPRR 7 TG 4,DPRR 7 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651903,51903,1f0,cabf,D,DPRR 7 TG 5,DPRR 7 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651904,51904,1f0,cac0,D,DPRR 7 TG 6,DPRR 7 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651905,51905,1f0,cac1,D,DPRR 7 TG 7,DPRR 7 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651906,51906,1f0,cac2,D,DPRR 7 TG 8,DPRR 7 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651907,51907,1f0,cac3,D,DPRR 7 TG 9,DPRR 7 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651908,51908,1f0,cac4,D,DPRR 7 TG 10,DPRR 7 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651909,51909,1f0,cac5,D,DPRR 8 TG 1,DPRR 8 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651910,51910,1f0,cac6,D,DPRR 8 TG 2,DPRR 8 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651911,51911,1f0,cac7,D,DPRR 8 TG 3,DPRR 8 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651912,51912,1f0,cac8,D,DPRR 8 TG 4,DPRR 8 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651913,51913,1f0,cac9,D,DPRR 8 TG 5,DPRR 8 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651914,51914,1f0,caca,D,DPRR 8 TG 6,DPRR 8 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651915,51915,1f0,cacb,D,DPRR 8 TG 7,DPRR 8 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651916,51916,1f0,cacc,D,DPRR 8 TG 8,DPRR 8 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651917,51917,1f0,cacd,D,DPRR 8 TG 9,DPRR 8 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651918,51918,1f0,cace,D,DPRR 8 TG 10,DPRR 8 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651919,51919,1f0,cacf,D,DPRR 9 TG 1,DPRR 9 TG 1,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651920,51920,1f0,cad0,D,DPRR 9 TG 2,DPRR 9 TG 2,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651921,51921,1f0,cad1,D,DPRR 9 TG 3,DPRR 9 TG 3,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651922,51922,1f0,cad2,D,DPRR 9 TG 4,DPRR 9 TG 4,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651923,51923,1f0,cad3,D,DPRR 9 TG 5,DPRR 9 TG 5,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651924,51924,1f0,cad4,D,DPRR 9 TG 6,DPRR 9 TG 6,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651925,51925,1f0,cad5,D,DPRR 9 TG 7,DPRR 9 TG 7,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651926,51926,1f0,cad6,D,DPRR 9 TG 8,DPRR 9 TG 8,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651927,51927,1f0,cad7,D,DPRR 9 TG 9,DPRR 9 TG 9,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651928,51928,1f0,cad8,D,DPRR 9 TG 10,DPRR 9 TG 10,Multi-Tac,Domestic Preparedness and Readiness Regions (DPRR),2
49651938,51938,1f0,cae2,D,EMCBO,Central Branch,Interop,Statewide Interop,2
49651941,51941,1f0,cae5,D,EMEBO,Eastern Branch,Interop,Statewide Interop,2
49651943,51943,1f0,cae7,D,EMEOC,Emergency Operations Center,Interop,Statewide Interop,2
49651947,51947,1f0,caeb,D,NC EM RRT,Regional Response Team,Interop,Statewide Interop,2
49651950,51950,1f0,caee,D,SW SMAT,SMAT,EMS-Talk,Statewide Interop,2
49651951,51951,1f0,caef,D,EM USAR,EM USAR,Emergency Ops,Emergency Management,2
49651953,51953,1f0,caf1,D,EMWBO,Western Branch,Interop,Statewide Interop,2
49651955,51955,1f0,caf3,D,ALPHA1,Statewide Events Alpha 1,Interop,Statewide Event ,2
49651956,51956,1f0,caf4,D,ALPHA2,Statewide Events Alpha 2,Interop,Statewide Event ,2
49651957,51957,1f0,caf5,D,ALPHA3,Statewide Events Alpha 3,Interop,Statewide Event ,2
49651958,51958,1f0,caf6,D,ALPHA4,Statewide Events Alpha 4,Interop,Statewide Event ,2
49651959,51959,1f0,caf7,D,BRAVO1,Statewide Events Bravo 1,Interop,Statewide Event ,2
49651960,51960,1f0,caf8,D,BRAVO2,Statewide Events Bravo 2,Interop,Statewide Event ,2
49651961,51961,1f0,caf9,D,BRAVO3,Statewide Events Bravo 3,Interop,Statewide Event ,2
49651962,51962,1f0,cafa,D,BRAVO4,Statewide Events Bravo 4,Interop,Statewide Event ,2
49651963,51963,1f0,cafb,D,CHRLY1,Statewide Events Charlie 1,Interop,Statewide Event ,2
49651964,51964,1f0,cafc,D,CHRLY2,Statewide Events Charlie 2,Interop,Statewide Event ,2
49651965,51965,1f0,cafd,D,CHRLY3,Statewide Events Charlie 3,Interop,Statewide Event ,2
49651966,51966,1f0,cafe,D,CHRLY4,Statewide Events Charlie 4,Interop,Statewide Event ,2
49651967,51967,1f0,caff,D,DELTA1,Statewide Events Delta 1,Interop,Statewide Event ,2
49651968,51968,1f0,cb00,D,DELTA2,Statewide Events Delta 2,Interop,Statewide Event ,2
49651969,51969,1f0,cb01,D,DELTA3,Statewide Events Delta 3,Interop,Statewide Event ,2
49651970,51970,1f0,cb02,D,DELTA4,Statewide Events Delta 4,Interop,Statewide Event ,2
49651971,51971,1f0,cb03,D,ECHO 1,Statewide Events Echo 1,Interop,Statewide Event ,2
49651972,51972,1f0,cb04,D,ECHO 2,Statewide Events Echo 2,Interop,Statewide Event ,2
49651973,51973,1f0,cb05,D,ECHO 3,Statewide Events Echo 3,Interop,Statewide Event ,2
49651974,51974,1f0,cb06,D,ECHO 4,Statewide Events Echo 4,Interop,Statewide Event ,2
49651975,51975,1f0,cb07,D,FOXTROT1,Statewide Events Foxtrot 1,Interop,Statewide Event ,2
49651976,51976,1f0,cb08,D,FOXTROT2,Statewide Events Foxtrot 2,Interop,Statewide Event ,2
49651977,51977,1f0,cb09,D,FOXTROT3,Statewide Events Foxtrot 3,Interop,Statewide Event ,2
49651978,51978,1f0,cb0a,D,FOXTROT4,Statewide Events Foxtrot 4,Interop,Statewide Event ,2
49651979,51979,1f0,cb0b,D,GOLF 1,Statewide Events Golf 1,Interop,Statewide Event ,2
49651980,51980,1f0,cb0c,D,GOLF 2,Statewide Events Golf 2,Interop,Statewide Event ,2
49651981,51981,1f0,cb0d,D,GOLF 3,Statewide Events Golf 3,Interop,Statewide Event ,2
49651982,51982,1f0,cb0e,D,GOLF 4,Statewide Events Golf 4,Interop,Statewide Event ,2
49651983,51983,1f0,cb0f,D,HOTEL 1,Statewide Events Hotel 1,Interop,Statewide Event ,2
49651984,51984,1f0,cb10,D,HOTEL 2,Statewide Events Hotel 2,Interop,Statewide Event ,2
49651985,51985,1f0,cb11,D,HOTEL 3,Statewide Events Hotel 3,Interop,Statewide Event ,2
49651986,51986,1f0,cb12,D,HOTEL 4,Statewide Events Hotel 4,Interop,Statewide Event ,2
49651987,51987,1f0,cb13,D,AIRSUPPORT,NC Forestry Service Air Support,Aircraft,NC Forestry Service,2
49651988,51988,1f0,cb14,D,NCFSCOMM1,NC Forestry Service Common 1,Multi-Tac,NC Forestry Service,2
49651989,51989,1f0,cb15,D,NCFSCOMM2,NC Forestry Service Common 2,Multi-Tac,NC Forestry Service,2
49651990,51990,1f0,cb16,D,NCFSHQ,NC Forestry Service Head Quarters,Law Tac,NC Forestry Service,2
49651991,51991,1f0,cb17,D,NCFSLE,NC Forestry Service Law Enforcement,Law Tac,NC Forestry Service,2
49651992,51992,1f0,cb18,D,NCFSREG 1,NC Forestry Service Region 1,Multi-Talk,NC Forestry Service,2
49651993,51993,1f0,cb19,D,NCFSREG 2,NC Forestry Service Region 2,Multi-Talk,NC Forestry Service,2
49651994,51994,1f0,cb1a,D,NCFSREG 3,NC Forestry Service Region 3,Multi-Talk,NC Forestry Service,2
49651995,51995,1f0,cb1b,D,HART277OPS,HART 277 OPS,Emergency Ops,NC HART ,2
49651996,51996,1f0,cb1c,D,HART278OPS,HART 278 OPS,Emergency Ops,NC HART ,2
49651997,51997,1f0,cb1d,D,HART279OPS,HART 279 OPS,Emergency Ops,NC HART ,2
49651998,51998,1f0,cb1e,D,HART660OPS,HART 660 OPS,Emergency Ops,NC HART ,2
49651999,51999,1f0,cb1f,D,HART661OPS,HART 661 OPS,Emergency Ops,NC HART ,2
49652000,52000,1f0,cb20,D,HART662OPS,HART 662 OPS,Emergency Ops,NC HART ,2
49652001,52001,1f0,cb21,D,HART663OPS,HART 663 OPS,Emergency Ops,NC HART ,2
49652002,52002,1f0,cb22,D,HART963OPS,HART 963 OPS,Emergency Ops,NC HART ,2
